L,h,T,E,C,FM,Xfm,AFM,Xafm
32,1,1.185000,-3.974506,0.004172,0.999917,0.000139,0.000002,0.000140
32,1,1.106000,-3.974750,0.002448,0.999958,0.000076,0.000000,0.000076
32,1,1.027000,-3.974898,0.001156,0.999983,0.000033,0.000000,0.000033
32,1,0.948000,-3.974959,0.000543,0.999993,0.000014,0.000000,0.000014
32,1,0.869000,-3.974988,0.000190,0.999998,0.000005,0.000000,0.000005
32,1,0.790000,-3.974997,0.000055,1.000000,0.000001,0.000000,0.000001
32,1,0.711000,-3.974999,0.000024,1.000000,0.000000,0.000000,0.000000
32,1,0.632000,-3.975000,0.000003,1.000000,0.000000,0.000000,0.000000
32,1,0.553000,-3.975000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.474000,-3.975000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.395000,-3.975000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.316000,-3.975000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.237000,-3.975000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.158000,-3.975000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.079000,-3.975000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,5.056000,-2.549705,0.620250,0.714499,0.168471,0.000101,0.064744
32,1,4.977000,-2.599193,0.624882,0.725693,0.166012,0.000030,0.062236
32,1,4.898000,-2.647633,0.621622,0.736507,0.158310,0.000099,0.060182
32,1,4.819000,-2.692018,0.633200,0.746404,0.156479,0.000108,0.061481
32,1,4.740000,-2.746044,0.632154,0.758366,0.150763,0.000021,0.060489
32,1,4.661000,-2.796322,0.630402,0.769366,0.145430,0.000035,0.060010
32,1,4.582000,-2.849120,0.634570,0.780790,0.141500,0.000046,0.055656
32,1,4.503000,-2.896377,0.625591,0.790914,0.135156,0.000116,0.057419
32,1,4.424000,-2.947330,0.644938,0.801842,0.133660,0.000045,0.055276
32,1,4.345000,-2.998236,0.635628,0.812580,0.127907,0.000042,0.053712
32,1,4.266000,-3.046809,0.617089,0.822756,0.119581,0.000031,0.052392
32,1,4.187000,-3.095286,0.636226,0.832830,0.118811,0.000093,0.050422
32,1,4.108000,-3.143892,0.616643,0.842889,0.110493,0.000139,0.048954
32,1,4.029000,-3.193516,0.598958,0.853064,0.104169,0.000017,0.048149
32,1,3.950000,-3.241299,0.582784,0.862684,0.096902,0.000207,0.045889
32,1,3.871000,-3.286355,0.580268,0.871759,0.093201,0.000048,0.044376
32,1,3.792000,-3.333151,0.548034,0.881148,0.084299,0.000050,0.043646
32,1,3.713000,-3.377118,0.579933,0.889762,0.085652,0.000045,0.040524
32,1,3.634000,-3.421292,0.546619,0.898519,0.077096,0.000102,0.039381
32,1,3.555000,-3.463620,0.520688,0.906660,0.070877,0.000068,0.036016
32,1,3.476000,-3.504574,0.517838,0.914556,0.068023,0.000104,0.035929
32,1,3.397000,-3.541967,0.482757,0.921741,0.060611,0.000042,0.033115
32,1,3.318000,-3.582235,0.467714,0.929347,0.056555,0.000126,0.031991
32,1,3.239000,-3.616053,0.435659,0.935732,0.050490,0.000063,0.030648
32,1,3.160000,-3.650792,0.423678,0.942195,0.047338,0.000112,0.027277
32,1,3.081000,-3.683487,0.390374,0.948247,0.041897,0.000035,0.025667
32,1,3.002000,-3.712782,0.371185,0.953654,0.038059,0.000078,0.024432
32,1,2.923000,-3.741822,0.348037,0.958966,0.034227,0.000046,0.022458
32,1,2.844000,-3.767978,0.322063,0.963692,0.030533,0.000020,0.020618
32,1,2.765000,-3.793070,0.302344,0.968225,0.027406,0.000049,0.018820
32,1,2.686000,-3.816513,0.281817,0.972429,0.024512,0.000082,0.016874
32,1,2.607000,-3.837895,0.251510,0.976235,0.020868,0.000006,0.015503
32,1,5.056000,-0.689946,0.091874,0.196457,0.099352,0.000316,0.498140
32,1,4.977000,-0.696954,0.095236,0.197587,0.100420,0.000303,0.510364
32,1,4.898000,-0.705028,0.097051,0.198802,0.100310,0.000248,0.523723
32,1,4.819000,-0.712553,0.100575,0.199944,0.103044,0.000271,0.545918
32,1,4.740000,-0.720348,0.103193,0.201196,0.101276,0.000426,0.563040
32,1,4.661000,-0.729051,0.106085,0.202325,0.103503,0.000239,0.593821
32,1,4.582000,-0.737616,0.109666,0.203525,0.104033,0.000622,0.614657
32,1,4.503000,-0.746075,0.112616,0.204649,0.103977,0.000805,0.640567
32,1,4.424000,-0.755039,0.117093,0.205778,0.105270,0.000539,0.671281
32,1,4.345000,-0.764290,0.120323,0.206892,0.106889,0.000383,0.701441
32,1,4.266000,-0.773612,0.123352,0.207931,0.106870,0.000453,0.736481
32,1,4.187000,-0.783970,0.127360,0.209145,0.106548,0.000545,0.765187
32,1,4.108000,-0.794543,0.131354,0.210185,0.107712,0.000347,0.805935
32,1,4.029000,-0.805106,0.137054,0.211267,0.107899,0.000451,0.845592
32,1,3.950000,-0.815766,0.141007,0.212228,0.108894,0.000474,0.883304
32,1,3.871000,-0.827229,0.146755,0.213227,0.109356,0.000529,0.935459
32,1,3.792000,-0.839102,0.153441,0.214040,0.110958,0.000508,1.000840
32,1,3.713000,-0.851167,0.158441,0.214998,0.112593,0.000584,1.066858
32,1,3.634000,-0.863746,0.166075,0.215708,0.113657,0.000749,1.140176
32,1,3.555000,-0.877798,0.171433,0.216504,0.113292,0.000787,1.209383
32,1,3.476000,-0.891886,0.182511,0.217090,0.114417,0.000507,1.304935
32,1,3.397000,-0.906008,0.186987,0.217610,0.114882,0.000627,1.390637
32,1,3.318000,-0.921595,0.196796,0.218084,0.115014,0.000931,1.514706
32,1,3.239000,-0.937869,0.210911,0.218425,0.116877,0.001007,1.640845
32,1,3.160000,-0.954932,0.217737,0.218540,0.117367,0.001234,1.837116
32,1,3.081000,-0.973191,0.231105,0.218529,0.118006,0.000928,2.018188
32,1,3.002000,-0.990550,0.246400,0.218395,0.118946,0.001179,2.235012
32,1,2.923000,-1.010582,0.260815,0.218015,0.120750,0.001964,2.500164
32,1,2.844000,-1.032219,0.275743,0.217376,0.122137,0.001185,2.856704
32,1,2.765000,-1.054824,0.297057,0.216286,0.123842,0.001818,3.238710
32,1,2.686000,-1.079623,0.314151,0.214955,0.123773,0.002078,3.786028
32,1,2.607000,-1.106227,0.342086,0.213146,0.125926,0.002851,4.428681
32,1,4.503000,-0.767520,0.112615,0.212883,0.105091,0.000371,0.635124
32,1,4.582000,-0.759161,0.108057,0.211673,0.103438,0.000360,0.600630
32,1,4.661000,-0.750766,0.105839,0.210498,0.102638,0.000347,0.578203
32,1,4.740000,-0.742652,0.102283,0.209208,0.102855,0.000264,0.562691
32,1,4.819000,-0.733910,0.099842,0.207936,0.102564,0.000320,0.546236
32,1,4.898000,-0.726163,0.096469,0.206681,0.100371,0.000238,0.523424
32,1,4.977000,-0.719080,0.094721,0.205536,0.099894,0.000513,0.507882
32,1,5.056000,-0.711745,0.092589,0.204276,0.100175,0.000282,0.490263
32,1,3.871000,-0.847681,0.145163,0.221868,0.109933,0.000991,0.930007
32,1,3.950000,-0.836765,0.139706,0.220855,0.109939,0.000457,0.876424
32,1,4.029000,-0.826160,0.135714,0.219828,0.109595,0.000395,0.838268
32,1,4.108000,-0.815788,0.130484,0.218720,0.107795,0.000375,0.788679
32,1,4.187000,-0.805746,0.125974,0.217731,0.106793,0.000473,0.750772
32,1,4.266000,-0.795271,0.121613,0.216434,0.106562,0.000540,0.719575
32,1,4.345000,-0.785991,0.118296,0.215328,0.105826,0.000319,0.691413
32,1,4.424000,-0.776440,0.115173,0.214046,0.104914,0.000487,0.657846
32,1,3.239000,-0.956337,0.201465,0.227668,0.117313,0.001194,1.625233
32,1,3.318000,-0.940372,0.193723,0.227267,0.116828,0.000798,1.481720
32,1,3.397000,-0.925686,0.184062,0.226750,0.115321,0.000544,1.375593
32,1,3.476000,-0.911169,0.178517,0.226170,0.114062,0.000769,1.252168
32,1,3.555000,-0.897660,0.169548,0.225513,0.113697,0.000991,1.173370
32,1,3.634000,-0.884631,0.161541,0.224634,0.113409,0.000447,1.122236
32,1,3.713000,-0.871989,0.154490,0.223789,0.111574,0.000438,1.037656
32,1,3.792000,-0.860023,0.150635,0.222948,0.111368,0.000712,0.984134
32,1,2.607000,-1.117696,0.325060,0.223189,0.126931,0.003026,4.223767
32,1,2.686000,-1.092357,0.305725,0.224849,0.125086,0.001914,3.534490
32,1,2.765000,-1.069578,0.280491,0.226156,0.123242,0.001683,3.094757
32,1,2.844000,-1.048082,0.266390,0.226937,0.122828,0.001261,2.715047
32,1,2.923000,-1.027099,0.249795,0.227529,0.121358,0.001215,2.407132
32,1,3.002000,-1.008249,0.239447,0.227925,0.120343,0.001014,2.156783
32,1,3.081000,-0.989806,0.223680,0.227900,0.119067,0.000946,1.920563
32,1,3.160000,-0.972866,0.213946,0.227864,0.118578,0.000708,1.759962
32,1,4.503000,-3.008444,0.632639,0.801706,0.128944,0.000009,0.054083
32,1,4.582000,-2.957945,0.646350,0.791089,0.135666,0.000278,0.055224
32,1,4.661000,-2.908614,0.632942,0.780742,0.138571,0.000040,0.056758
32,1,4.740000,-2.857457,0.638358,0.769841,0.143856,0.000091,0.056826
32,1,4.819000,-2.808845,0.641007,0.759507,0.149084,0.000024,0.056722
32,1,4.898000,-2.757783,0.622550,0.748460,0.150162,0.000244,0.059579
32,1,4.977000,-2.710970,0.606250,0.738266,0.150534,0.000088,0.060759
32,1,5.056000,-2.662072,0.616323,0.727561,0.157999,0.000085,0.060607
32,1,3.871000,-3.393301,0.567337,0.879447,0.086335,0.000088,0.042937
32,1,3.950000,-3.346418,0.582226,0.870244,0.091245,0.000061,0.044419
32,1,4.029000,-3.297966,0.594075,0.860671,0.097345,0.000049,0.046492
32,1,4.108000,-3.252347,0.617300,0.851578,0.104040,0.000074,0.046748
32,1,4.187000,-3.204243,0.607923,0.841950,0.107180,0.000033,0.048301
32,1,4.266000,-3.157070,0.614277,0.832288,0.112043,0.000189,0.049963
32,1,4.345000,-3.105286,0.625606,0.821748,0.119440,0.000142,0.052473
32,1,4.424000,-3.056453,0.623072,0.811693,0.121747,0.000080,0.052173
32,1,3.239000,-3.711303,0.428410,0.939731,0.047454,0.000113,0.028671
32,1,3.318000,-3.676010,0.457604,0.933184,0.053090,0.000109,0.030430
32,1,3.397000,-3.642076,0.473267,0.926922,0.056726,0.000093,0.032164
32,1,3.476000,-3.602431,0.476542,0.919488,0.059486,0.000015,0.033958
32,1,3.555000,-3.562868,0.506449,0.912051,0.065762,0.000052,0.035092
32,1,3.634000,-3.523121,0.528612,0.904471,0.071274,0.000019,0.037638
32,1,3.713000,-3.480301,0.546663,0.896254,0.077142,0.000100,0.039067
32,1,3.792000,-3.435333,0.561059,0.887611,0.082452,0.000202,0.040707
32,1,2.607000,-3.924141,0.244496,0.977846,0.019544,0.000007,0.014897
32,1,2.686000,-3.903447,0.262803,0.974222,0.021917,0.000016,0.016328
32,1,2.765000,-3.882370,0.289868,0.970525,0.025190,0.000042,0.017816
32,1,2.844000,-3.858381,0.311865,0.966279,0.028321,0.000097,0.019891
32,1,2.923000,-3.832264,0.341124,0.961622,0.032357,0.000019,0.021250
32,1,3.002000,-3.805753,0.367559,0.956863,0.036141,0.000037,0.023264
32,1,3.081000,-3.775526,0.379363,0.951424,0.038898,0.000007,0.024117
32,1,3.160000,-3.743133,0.418249,0.945538,0.044556,0.000092,0.026506
32,1,0.632000,-4.054000,0.000004,1.000000,0.000000,0.000000,0.000000
32,1,0.553000,-4.054000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.474000,-4.054000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.395000,-4.054000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.316000,-4.054000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.237000,-4.054000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.158000,-4.054000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.079000,-4.054000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,1.264000,-4.053167,0.006343,0.999862,0.000219,0.000003,0.000216
32,1,1.185000,-4.053564,0.003754,0.999928,0.000122,0.000000,0.000121
32,1,1.106000,-4.053791,0.002078,0.999965,0.000063,0.000000,0.000062
32,1,1.027000,-4.053901,0.001146,0.999984,0.000032,0.000000,0.000032
32,1,0.948000,-4.053964,0.000488,0.999994,0.000013,0.000000,0.000013
32,1,0.869000,-4.053990,0.000170,0.999998,0.000004,0.000000,0.000004
32,1,0.790000,-4.053998,0.000051,1.000000,0.000001,0.000000,0.000001
32,1,0.711000,-4.054000,0.000011,1.000000,0.000000,0.000000,0.000000
32,1,1.896000,-4.032784,0.073270,0.996463,0.003914,0.000022,0.003499
32,1,1.817000,-4.037728,0.061877,0.997289,0.003176,0.000006,0.002823
32,1,1.738000,-4.042286,0.048021,0.998053,0.002330,0.000002,0.002160
32,1,1.659000,-4.045769,0.037198,0.998634,0.001713,0.000019,0.001613
32,1,1.580000,-4.048220,0.028461,0.999041,0.001245,0.000000,0.001185
32,1,1.501000,-4.050137,0.021073,0.999360,0.000872,0.000003,0.000840
32,1,1.422000,-4.051555,0.014884,0.999595,0.000583,0.000000,0.000560
32,1,1.343000,-4.052531,0.009928,0.999757,0.000366,0.000002,0.000358
32,1,2.528000,-3.942807,0.226829,0.981097,0.017336,0.000016,0.013022
32,1,2.449000,-3.959634,0.197376,0.984008,0.014469,0.000010,0.011206
32,1,2.370000,-3.974517,0.178543,0.986565,0.012552,0.000024,0.010009
32,1,2.291000,-3.987719,0.157546,0.988830,0.010595,0.000026,0.008746
32,1,2.212000,-3.999394,0.136882,0.990817,0.008826,0.000007,0.007470
32,1,2.133000,-4.009448,0.122216,0.992519,0.007564,0.000005,0.006355
32,1,2.054000,-4.019113,0.100707,0.994162,0.005921,0.000015,0.005300
32,1,1.975000,-4.026613,0.086906,0.995426,0.004874,0.000003,0.004265
32,1,0.632000,-1.995909,0.039744,0.002102,0.006629,0.997898,0.006634
32,1,0.553000,-1.998290,0.021636,0.000879,0.003160,0.999121,0.003160
32,1,0.474000,-1.999468,0.009164,0.000274,0.001147,0.999726,0.001147
32,1,0.395000,-1.999897,0.002562,0.000053,0.000267,0.999947,0.000267
32,1,0.316000,-1.999991,0.000346,0.000005,0.000029,0.999995,0.000029
32,1,0.237000,-2.000000,0.000018,0.000000,0.000001,1.000000,0.000001
32,1,0.158000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,1,0.079000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,1,1.264000,-1.907010,0.254693,0.045277,0.070504,0.951823,0.094366
32,1,1.185000,-1.925783,0.221289,0.036810,0.061186,0.961697,0.073474
32,1,1.106000,-1.942060,0.190657,0.029127,0.051627,0.970160,0.057538
32,1,1.027000,-1.956153,0.164599,0.022246,0.042663,0.977443,0.045417
32,1,0.948000,-1.968106,0.138510,0.016281,0.033843,0.983603,0.034933
32,1,0.869000,-1.978072,0.112153,0.011235,0.025450,0.988729,0.025823
32,1,0.790000,-1.985966,0.087502,0.007202,0.018170,0.992788,0.018276
32,1,0.711000,-1.991891,0.062258,0.004166,0.011675,0.995833,0.011695
32,1,1.896000,-1.534087,1.279069,0.155557,0.202599,0.149692,169.250956
32,1,1.817000,-1.634425,1.010330,0.132106,0.176520,0.679223,31.201949
32,1,1.738000,-1.703356,0.745103,0.114507,0.147012,0.815950,1.796374
32,1,1.659000,-1.755656,0.568093,0.099681,0.126864,0.859927,0.639986
32,1,1.580000,-1.796991,0.476368,0.086875,0.113178,0.888271,0.389572
32,1,1.501000,-1.831509,0.402328,0.075165,0.101374,0.909707,0.248586
32,1,1.422000,-1.860523,0.340262,0.064414,0.090006,0.926475,0.170676
32,1,1.343000,-1.885533,0.290827,0.054463,0.079979,0.940320,0.122751
32,1,2.528000,-1.144569,0.352065,0.221050,0.127941,0.002199,5.020308
32,1,2.449000,-1.173765,0.381674,0.218255,0.130939,0.002599,6.212766
32,1,2.370000,-1.205357,0.416797,0.214758,0.132671,0.002768,7.921817
32,1,2.291000,-1.239457,0.466431,0.210484,0.135806,0.005458,10.695636
32,1,2.212000,-1.278247,0.523598,0.205029,0.140337,0.007791,14.511876
32,1,2.133000,-1.322367,0.605409,0.198031,0.147246,0.005436,22.809844
32,1,2.054000,-1.375968,0.756029,0.188461,0.158694,0.013024,41.647322
32,1,1.975000,-1.442700,1.031061,0.175290,0.183170,0.041024,84.468185
32,1,1.975000,-1.427535,0.836599,0.189312,0.177725,0.052098,60.381363
32,1,2.054000,-1.370502,0.650263,0.200886,0.158367,0.018352,30.995740
32,1,2.133000,-1.321925,0.544876,0.209609,0.148086,0.008704,18.434541
32,1,2.212000,-1.282177,0.481480,0.216035,0.142986,0.006171,12.445065
32,1,2.291000,-1.245661,0.430305,0.221376,0.139140,0.004188,9.259119
32,1,2.370000,-1.213488,0.391793,0.225397,0.135227,0.004074,7.152629
32,1,2.449000,-1.183771,0.357717,0.228654,0.132605,0.003347,5.626563
32,1,2.528000,-1.156100,0.334922,0.231187,0.130170,0.002445,4.741215
32,1,1.343000,-1.876709,0.307084,0.061175,0.090483,0.932729,0.145875
32,1,1.422000,-1.850583,0.352866,0.071994,0.100361,0.917439,0.200958
32,1,1.501000,-1.820287,0.416393,0.083598,0.112672,0.898804,0.297842
32,1,1.580000,-1.784139,0.503994,0.096308,0.126571,0.874413,0.506566
32,1,1.659000,-1.739819,0.641509,0.110523,0.144399,0.838548,1.384917
32,1,1.738000,-1.682348,0.855515,0.127250,0.173401,0.530890,185.877912
32,1,1.817000,-1.608801,1.126449,0.146684,0.206484,0.425933,159.224454
32,1,1.896000,-1.505398,1.189811,0.171933,0.213380,0.091938,126.325144
32,1,0.711000,-1.990257,0.071248,0.005216,0.014512,0.994781,0.014542
32,1,0.790000,-1.983555,0.097031,0.008797,0.021873,0.991190,0.022037
32,1,0.869000,-1.974849,0.123718,0.013428,0.030477,0.986524,0.030977
32,1,0.948000,-1.963941,0.150655,0.019192,0.039968,0.980670,0.041385
32,1,1.027000,-1.950993,0.176287,0.025925,0.049563,0.973704,0.053090
32,1,1.106000,-1.936104,0.202912,0.033494,0.059446,0.965663,0.067173
32,1,1.185000,-1.918846,0.233011,0.041985,0.069568,0.956273,0.084956
32,1,1.264000,-1.899321,0.264660,0.051141,0.079383,0.945515,0.108789
32,1,0.079000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,1,0.158000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,1,0.237000,-2.000000,0.000018,0.000000,0.000001,1.000000,0.000001
32,1,0.316000,-1.999987,0.000489,0.000007,0.000044,0.999993,0.000044
32,1,0.395000,-1.999856,0.003438,0.000077,0.000390,0.999923,0.000390
32,1,0.474000,-1.999289,0.011746,0.000381,0.001597,0.999619,0.001597
32,1,0.553000,-1.997816,0.026778,0.001170,0.004248,0.998830,0.004248
32,1,0.632000,-1.994941,0.047384,0.002710,0.008589,0.997290,0.008592
32,1,3.160000,-3.835754,0.396517,0.948819,0.040467,0.000031,0.024914
32,1,3.081000,-3.867643,0.367246,0.954507,0.036148,0.000005,0.023195
32,1,3.002000,-3.895846,0.351654,0.959508,0.033193,0.000132,0.021492
32,1,2.923000,-3.921282,0.327403,0.963951,0.029904,0.000028,0.020125
32,1,2.844000,-3.946500,0.307890,0.968360,0.026975,0.000011,0.018229
32,1,2.765000,-3.969825,0.284195,0.972416,0.023761,0.000062,0.017360
32,1,2.686000,-3.990677,0.257708,0.976020,0.020746,0.000048,0.015587
32,1,2.607000,-4.009161,0.238343,0.979200,0.018475,0.000012,0.014118
32,1,3.792000,-3.537601,0.548931,0.893830,0.076156,0.000090,0.039554
32,1,3.713000,-3.581650,0.522327,0.902181,0.069974,0.000044,0.037126
32,1,3.634000,-3.621006,0.519920,0.909551,0.066780,0.000107,0.035984
32,1,3.555000,-3.661689,0.495447,0.917132,0.061658,0.000091,0.033581
32,1,3.476000,-3.698574,0.483749,0.923948,0.057628,0.000095,0.032570
32,1,3.397000,-3.736178,0.449855,0.930817,0.051542,0.000274,0.030390
32,1,3.318000,-3.770400,0.434835,0.937027,0.048142,0.000029,0.028151
32,1,3.239000,-3.805115,0.407863,0.943314,0.043390,0.000113,0.027007
32,1,4.424000,-3.165247,0.607647,0.821032,0.113243,0.000056,0.049879
32,1,4.345000,-3.215718,0.613514,0.831145,0.110279,0.000166,0.050180
32,1,4.266000,-3.265200,0.613162,0.841058,0.105731,0.000014,0.048025
32,1,4.187000,-3.311343,0.607015,0.850182,0.101969,0.000109,0.047433
32,1,4.108000,-3.356598,0.587640,0.859064,0.094757,0.000073,0.046214
32,1,4.029000,-3.406035,0.568540,0.868677,0.088248,0.000026,0.043672
32,1,3.950000,-3.449345,0.589576,0.877012,0.088206,0.000093,0.042618
32,1,3.871000,-3.494388,0.573538,0.885650,0.083015,0.000028,0.041055
32,1,5.056000,-2.772204,0.616119,0.739341,0.149409,0.000078,0.059640
32,1,4.977000,-2.822908,0.610227,0.750126,0.143231,0.000210,0.059575
32,1,4.898000,-2.870474,0.616466,0.760211,0.140331,0.000130,0.057149
32,1,4.819000,-2.917928,0.625547,0.770252,0.138903,0.000009,0.056612
32,1,4.740000,-2.967723,0.643168,0.780610,0.136376,0.000072,0.057431
32,1,4.661000,-3.020010,0.624791,0.791394,0.129095,0.000096,0.055877
32,1,4.582000,-3.068205,0.634965,0.801300,0.126072,0.000012,0.054718
32,1,4.503000,-3.116429,0.626996,0.811166,0.121162,0.000132,0.053237
32,1,1.975000,-4.107377,0.084730,0.995777,0.004622,0.000003,0.004073
32,1,2.054000,-4.100072,0.097819,0.994565,0.005583,0.000015,0.005041
32,1,2.133000,-4.091543,0.116639,0.993142,0.006968,0.000044,0.006005
32,1,2.212000,-4.081694,0.132382,0.991494,0.008293,0.000011,0.007241
32,1,2.291000,-4.070647,0.150040,0.989646,0.009760,0.000045,0.008210
32,1,2.370000,-4.057855,0.174236,0.987475,0.011896,0.000010,0.009717
32,1,2.449000,-4.043962,0.188485,0.985124,0.013415,0.000056,0.010891
32,1,2.528000,-4.027492,0.213166,0.982335,0.015809,0.000038,0.012319
32,1,1.343000,-4.131649,0.009249,0.999779,0.000332,0.000001,0.000324
32,1,1.422000,-4.130786,0.013503,0.999638,0.000514,0.000002,0.000504
32,1,1.501000,-4.129514,0.019107,0.999430,0.000770,0.000000,0.000747
32,1,1.580000,-4.127697,0.026314,0.999132,0.001119,0.000002,0.001082
32,1,1.659000,-4.125225,0.034690,0.998726,0.001554,0.000039,0.001479
32,1,1.738000,-4.122283,0.043385,0.998243,0.002047,0.000004,0.001925
32,1,1.817000,-4.118027,0.057012,0.997541,0.002829,0.000018,0.002570
32,1,1.896000,-4.113115,0.068958,0.996728,0.003595,0.000022,0.003256
32,1,0.711000,-4.133000,0.000009,1.000000,0.000000,0.000000,0.000000
32,1,0.790000,-4.132997,0.000061,0.999999,0.000001,0.000000,0.000001
32,1,0.869000,-4.132991,0.000155,0.999998,0.000004,0.000000,0.000004
32,1,0.948000,-4.132972,0.000389,0.999995,0.000010,0.000000,0.000010
32,1,1.027000,-4.132916,0.000984,0.999986,0.000027,0.000000,0.000027
32,1,1.106000,-4.132815,0.001847,0.999970,0.000054,0.000001,0.000055
32,1,1.185000,-4.132599,0.003523,0.999935,0.000111,0.000000,0.000109
32,1,1.264000,-4.132252,0.005786,0.999878,0.000195,0.000003,0.000191
32,1,0.079000,-4.133000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.158000,-4.133000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.237000,-4.133000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.316000,-4.133000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.395000,-4.133000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.474000,-4.133000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.553000,-4.133000,0.000000,1.000000,0.000000,0.000000,0.000000
32,1,0.632000,-4.133000,0.000004,1.000000,0.000000,0.000000,0.000000
32,1,3.160000,-0.991851,0.209455,0.237268,0.118770,0.000938,1.705956
32,1,3.081000,-1.008405,0.216685,0.237420,0.118978,0.000967,1.849410
32,1,3.002000,-1.026032,0.228313,0.237388,0.120913,0.001115,2.052520
32,1,2.923000,-1.044913,0.243729,0.237110,0.122261,0.001322,2.294634
32,1,2.844000,-1.063946,0.256612,0.236668,0.123216,0.001056,2.579631
32,1,2.765000,-1.084748,0.273352,0.235974,0.124359,0.001749,2.906422
32,1,2.686000,-1.106924,0.289298,0.234823,0.126202,0.001388,3.332214
32,1,2.607000,-1.131040,0.308246,0.233190,0.128399,0.001878,3.942061
32,1,3.792000,-0.881286,0.148911,0.231644,0.111648,0.000455,0.969923
32,1,3.713000,-0.893417,0.154351,0.232646,0.112881,0.000658,1.034402
32,1,3.634000,-0.905871,0.159273,0.233579,0.113163,0.000560,1.086814
32,1,3.555000,-0.918392,0.165444,0.234522,0.114743,0.000657,1.166636
32,1,3.476000,-0.931947,0.171231,0.235193,0.114934,0.000618,1.245846
32,1,3.397000,-0.945655,0.180040,0.236012,0.116212,0.000815,1.329134
32,1,3.318000,-0.960372,0.189470,0.236500,0.116725,0.000615,1.429635
32,1,3.239000,-0.975655,0.195560,0.236908,0.117845,0.001173,1.555046
32,1,4.424000,-0.799307,0.113615,0.222465,0.103871,0.000353,0.647276
32,1,4.345000,-0.808705,0.116652,0.223721,0.105900,0.000539,0.678988
32,1,4.266000,-0.818083,0.121735,0.224843,0.107506,0.000281,0.714511
32,1,4.187000,-0.827968,0.126003,0.226050,0.108066,0.000323,0.740347
32,1,4.108000,-0.837641,0.128700,0.227244,0.107846,0.000408,0.772469
32,1,4.029000,-0.848595,0.133848,0.228469,0.108600,0.000408,0.820703
32,1,3.950000,-0.858930,0.139032,0.229550,0.110614,0.000406,0.863572
32,1,3.871000,-0.870176,0.144089,0.230627,0.110839,0.000401,0.908658
32,1,5.056000,-0.734892,0.093346,0.212074,0.099835,0.000200,0.483699
32,1,4.977000,-0.741869,0.094298,0.213377,0.099581,0.000330,0.498315
32,1,4.898000,-0.749538,0.097397,0.214749,0.100392,0.000286,0.515701
32,1,4.819000,-0.757146,0.100867,0.216038,0.101594,0.000283,0.536366
32,1,4.740000,-0.765045,0.102454,0.217184,0.102620,0.000282,0.556732
32,1,4.661000,-0.772873,0.104383,0.218568,0.102117,0.000433,0.571817
32,1,4.582000,-0.781322,0.108795,0.219754,0.105158,0.000267,0.606121
32,1,4.503000,-0.790453,0.111911,0.221070,0.104596,0.000583,0.625295
32,1,2.528000,-4.112249,0.206153,0.983536,0.014806,0.000071,0.011582
32,1,2.449000,-4.128153,0.182577,0.986204,0.012568,0.000028,0.010306
32,1,2.370000,-4.141314,0.161691,0.988406,0.010614,0.000014,0.008994
32,1,2.291000,-4.153149,0.145335,0.990363,0.009203,0.000008,0.007732
32,1,2.212000,-4.164121,0.128643,0.992176,0.007784,0.000027,0.006398
32,1,2.133000,-4.173020,0.106415,0.993645,0.006167,0.000018,0.005555
32,1,2.054000,-4.181195,0.093833,0.994983,0.005212,0.000038,0.004629
32,1,1.975000,-4.188133,0.076941,0.996122,0.004078,0.000017,0.003628
32,1,1.896000,-4.193760,0.064483,0.997041,0.003265,0.000006,0.002917
32,1,1.817000,-4.198468,0.051354,0.997807,0.002482,0.000048,0.002294
32,1,1.738000,-4.202011,0.041829,0.998383,0.001922,0.000010,0.001770
32,1,1.659000,-4.204927,0.032761,0.998858,0.001426,0.000017,0.001344
32,1,1.580000,-4.207161,0.024331,0.999218,0.001008,0.000004,0.000979
32,1,1.501000,-4.208814,0.017713,0.999486,0.000695,0.000004,0.000676
