L,h,T,E,C,FM,Xfm,AFM,Xafm
32,0,5.056000,-0.423302,0.094879,0.000294,0.555946,0.000053,0.098562
32,0,4.977000,-0.430518,0.099120,0.000295,0.571363,0.000071,0.099262
32,0,4.898000,-0.438056,0.103634,0.000267,0.604496,0.000086,0.101520
32,0,4.819000,-0.446394,0.107178,0.000431,0.627020,0.000063,0.101566
32,0,4.740000,-0.455026,0.111848,0.000425,0.655454,0.000066,0.102254
32,0,4.661000,-0.464346,0.116067,0.000532,0.683194,0.000070,0.102030
32,0,4.582000,-0.473260,0.120793,0.000420,0.712157,0.000059,0.102722
32,0,4.503000,-0.483742,0.126250,0.000341,0.756607,0.000076,0.104498
32,0,0.632000,-1.999927,0.000462,0.999994,0.000018,0.000000,0.000018
32,0,0.553000,-1.999946,0.000098,0.999999,0.000003,0.000000,0.000003
32,0,0.474000,-1.999950,0.000017,1.000000,0.000000,0.000000,0.000000
32,0,0.395000,-1.999950,-0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.316000,-1.999950,-0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.237000,-1.999950,-0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.158000,-1.999950,-0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.079000,-1.999950,-0.000000,1.000000,0.000000,0.000000,0.000000
32,0,1.264000,-1.983599,0.088277,0.995695,0.008442,0.000006,0.005748
32,0,1.185000,-1.989533,0.063304,0.997289,0.005427,0.000002,0.003983
32,0,1.106000,-1.993649,0.042607,0.998375,0.003289,0.000003,0.002639
32,0,1.027000,-1.996435,0.027459,0.999101,0.001905,0.000001,0.001604
32,0,0.948000,-1.998140,0.016478,0.999540,0.001033,0.000000,0.000911
32,0,0.869000,-1.999126,0.008890,0.999792,0.000502,0.000002,0.000462
32,0,0.790000,-1.999624,0.004187,0.999918,0.000212,0.000001,0.000202
32,0,0.711000,-1.999848,0.001623,0.999974,0.000073,0.000001,0.000071
32,0,1.896000,-1.812133,0.564417,0.939439,0.189898,0.000048,0.034163
32,0,1.817000,-1.851071,0.463872,0.953930,0.123530,0.000073,0.028969
32,0,1.738000,-1.884066,0.375824,0.965174,0.087884,0.000015,0.024739
32,0,1.659000,-1.911023,0.309980,0.974273,0.056739,0.000010,0.020048
32,0,1.580000,-1.933405,0.248147,0.981222,0.039264,0.000003,0.016543
32,0,1.501000,-1.950789,0.198009,0.986417,0.027258,0.000015,0.013241
32,0,1.422000,-1.964749,0.154833,0.990453,0.018756,0.000010,0.010250
32,0,1.343000,-1.975520,0.117949,0.993478,0.012667,0.000017,0.007736
32,0,2.528000,-1.085105,0.836203,0.009197,20.348565,0.000053,0.092498
32,0,2.449000,-1.156856,1.035832,0.017673,37.060182,0.000051,0.088415
32,0,2.370000,-1.251264,1.440098,0.061728,74.944005,0.000078,0.082314
32,0,2.291000,-1.388387,1.996003,0.218389,138.121258,0.000056,0.072133
32,0,2.212000,-1.524972,1.535581,0.674440,53.200852,0.000031,0.061351
32,0,2.133000,-1.627496,1.059748,0.848476,1.262098,0.000048,0.051820
32,0,2.054000,-1.704515,0.829745,0.892245,0.542525,0.000021,0.045253
32,0,1.975000,-1.763199,0.680161,0.919007,0.343439,0.000007,0.038993
32,0,1.975000,-1.763911,0.653689,0.919721,0.292672,0.000012,0.038561
32,0,2.054000,-1.703333,0.831326,0.891373,0.576101,0.000011,0.045057
32,0,2.133000,-1.628085,1.101017,0.838201,8.917992,0.000038,0.051890
32,0,2.212000,-1.532858,1.428551,0.722565,34.865181,0.000016,0.059586
32,0,2.291000,-1.391405,1.945567,0.142775,158.401123,0.000048,0.070620
32,0,2.370000,-1.250924,1.458716,0.045019,75.307415,0.000045,0.082299
32,0,2.449000,-1.154737,1.038505,0.027670,35.827364,0.000056,0.088558
32,0,2.528000,-1.084176,0.834913,0.011475,21.037196,0.000051,0.092916
32,0,1.343000,-1.975417,0.118974,0.993462,0.012713,0.000002,0.007810
32,0,1.422000,-1.964777,0.154454,0.990469,0.018678,0.000002,0.010322
32,0,1.501000,-1.950861,0.200931,0.986445,0.027686,0.000004,0.013206
32,0,1.580000,-1.933106,0.247411,0.981139,0.039209,0.000006,0.016498
32,0,1.659000,-1.911338,0.303906,0.974369,0.055382,0.000086,0.020269
32,0,1.738000,-1.884597,0.364476,0.965604,0.079170,0.000034,0.024531
32,0,1.817000,-1.850673,0.453936,0.953841,0.122215,0.000031,0.029484
32,0,1.896000,-1.812930,0.530995,0.939709,0.176327,0.000020,0.033724
32,0,0.711000,-1.999816,0.001664,0.999974,0.000075,0.000001,0.000072
32,0,0.790000,-1.999590,0.004266,0.999917,0.000215,0.000000,0.000207
32,0,0.869000,-1.999100,0.008875,0.999793,0.000499,0.000001,0.000459
32,0,0.948000,-1.998114,0.016424,0.999541,0.001034,0.000003,0.000915
32,0,1.027000,-1.996390,0.027625,0.999098,0.001920,0.000002,0.001625
32,0,1.106000,-1.993612,0.043060,0.998375,0.003322,0.000008,0.002640
32,0,1.185000,-1.989454,0.063084,0.997277,0.005409,0.000007,0.004000
32,0,1.264000,-1.983497,0.087943,0.995676,0.008438,0.000003,0.005698
32,0,0.079000,-1.999920,-0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.158000,-1.999920,-0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.237000,-1.999920,-0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.316000,-1.999920,-0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.395000,-1.999920,-0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.474000,-1.999920,0.000008,1.000000,0.000000,0.000000,0.000000
32,0,0.553000,-1.999916,0.000098,0.999999,0.000003,0.000000,0.000003
32,0,0.632000,-1.999895,0.000498,0.999994,0.000020,0.000000,0.000020
32,0,3.160000,-0.758471,0.340941,0.000072,0.106366,0.000944,2.811329
32,0,3.081000,-0.786384,0.366525,0.000067,0.105985,0.003056,3.274556
32,0,3.002000,-0.816811,0.405109,0.000049,0.104697,0.001468,3.869778
32,0,2.923000,-0.849513,0.437615,0.000060,0.104635,0.002691,4.642534
32,0,2.844000,-0.885459,0.486694,0.000055,0.103343,0.002773,5.553573
32,0,2.765000,-0.927268,0.554597,0.000034,0.101075,0.003175,7.081489
32,0,2.686000,-0.971149,0.606285,0.000066,0.099136,0.005815,9.459305
32,0,2.607000,-1.024373,0.701213,0.000064,0.097216,0.008751,13.333176
32,0,3.792000,-0.595417,0.196302,0.000087,0.107655,0.000696,1.283186
32,0,3.713000,-0.610894,0.209689,0.000044,0.107884,0.001141,1.385992
32,0,3.634000,-0.628948,0.220950,0.000045,0.106467,0.000863,1.493186
32,0,3.555000,-0.646633,0.237511,0.000080,0.107809,0.001418,1.663035
32,0,3.476000,-0.666840,0.252572,0.000063,0.107660,0.000931,1.815282
32,0,3.397000,-0.686004,0.268571,0.000050,0.107797,0.000882,1.958320
32,0,3.318000,-0.709514,0.289021,0.000061,0.107075,0.001162,2.231338
32,0,3.239000,-0.732950,0.312767,0.000063,0.106069,0.001643,2.491972
32,0,4.424000,-0.493404,0.133195,0.000037,0.104495,0.000377,0.795501
32,0,4.345000,-0.504404,0.138535,0.000071,0.103313,0.000340,0.818797
32,0,4.266000,-0.514670,0.144847,0.000046,0.104605,0.000502,0.865481
32,0,4.187000,-0.526872,0.152133,0.000038,0.103983,0.000309,0.919355
32,0,4.108000,-0.539120,0.159940,0.000057,0.105871,0.000433,0.983977
32,0,4.029000,-0.552002,0.167637,0.000084,0.106537,0.000445,1.048869
32,0,3.950000,-0.566071,0.176247,0.000060,0.105852,0.000503,1.103724
32,0,3.871000,-0.580687,0.186354,0.000052,0.106696,0.000869,1.186392
32,0,5.056000,-0.422908,0.095770,0.000060,0.099448,0.000344,0.560684
32,0,4.977000,-0.430512,0.099347,0.000061,0.099865,0.000433,0.577979
32,0,4.898000,-0.437990,0.102874,0.000055,0.099816,0.000385,0.596211
32,0,4.819000,-0.446987,0.105883,0.000079,0.100548,0.000373,0.628850
32,0,4.740000,-0.455642,0.111606,0.000071,0.101780,0.000341,0.653857
32,0,4.661000,-0.463814,0.116182,0.000080,0.103402,0.000396,0.684172
32,0,4.582000,-0.473261,0.120116,0.000084,0.103543,0.000375,0.718686
32,0,4.503000,-0.483309,0.125986,0.000080,0.103369,0.000556,0.751157
32,0,1.975000,-1.763847,0.693533,0.000053,0.039211,0.919310,0.330340
32,0,2.054000,-1.701705,0.868779,0.000043,0.045127,0.890023,0.629058
32,0,2.133000,-1.628541,1.057416,0.000081,0.052457,0.849952,1.211363
32,0,2.212000,-1.523601,1.587507,0.000021,0.061723,0.592321,89.491392
32,0,2.291000,-1.397037,1.922143,0.000081,0.070531,0.148220,167.361907
32,0,2.370000,-1.249005,1.416750,0.000052,0.081938,0.056151,75.510209
32,0,2.449000,-1.154567,1.025944,0.000067,0.088237,0.019071,35.263110
32,0,2.528000,-1.082572,0.828658,0.000070,0.093266,0.012392,20.317475
32,0,1.343000,-1.975607,0.118100,0.000005,0.007786,0.993491,0.012590
32,0,1.422000,-1.964766,0.155496,0.000004,0.010343,0.990442,0.018833
32,0,1.501000,-1.950877,0.198827,0.000008,0.013276,0.986434,0.027346
32,0,1.580000,-1.933340,0.249214,0.000013,0.016457,0.981187,0.039207
32,0,1.659000,-1.911642,0.307324,0.000054,0.019991,0.974458,0.057340
32,0,1.738000,-1.884545,0.379069,0.000008,0.024651,0.965476,0.086794
32,0,1.817000,-1.852223,0.456474,0.000089,0.028350,0.954406,0.124289
32,0,1.896000,-1.812288,0.563638,0.000012,0.033658,0.939540,0.190956
32,0,0.711000,-1.999900,0.001608,0.000000,0.000070,0.999975,0.000072
32,0,0.790000,-1.999683,0.004105,0.000001,0.000196,0.999920,0.000208
32,0,0.869000,-1.999182,0.008818,0.000003,0.000455,0.999793,0.000500
32,0,0.948000,-1.998192,0.016614,0.000000,0.000910,0.999541,0.001041
32,0,1.027000,-1.996480,0.027474,0.000001,0.001604,0.999099,0.001921
32,0,1.106000,-1.993714,0.042943,0.000005,0.002632,0.998379,0.003319
32,0,1.185000,-1.989601,0.062930,0.000008,0.003941,0.997291,0.005409
32,0,1.264000,-1.983684,0.088139,0.000005,0.005680,0.995705,0.008429
32,0,0.079000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.158000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.237000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.316000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.395000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.474000,-1.999999,0.000019,0.000000,0.000001,1.000000,0.000001
32,0,0.553000,-1.999995,0.000140,0.000000,0.000005,0.999999,0.000005
32,0,0.632000,-1.999975,0.000492,0.000000,0.000020,0.999994,0.000019
32,0,3.160000,-0.758411,0.341163,0.001231,2.815901,0.000064,0.105855
32,0,3.081000,-0.786353,0.365290,0.001531,3.258596,0.000056,0.105662
32,0,3.002000,-0.816097,0.399392,0.002781,3.839986,0.000046,0.105710
32,0,2.923000,-0.849622,0.438234,0.001263,4.586628,0.000064,0.103547
32,0,2.844000,-0.885878,0.484047,0.002737,5.588156,0.000059,0.103599
32,0,2.765000,-0.926512,0.539602,0.005244,7.233174,0.000046,0.101331
32,0,2.686000,-0.971548,0.607162,0.004896,9.526639,0.000070,0.100019
32,0,2.607000,-1.024543,0.701387,0.009630,13.456009,0.000071,0.096950
32,0,3.792000,-0.595563,0.197138,0.000982,1.280827,0.000059,0.106856
32,0,3.713000,-0.612303,0.209722,0.000903,1.399970,0.000070,0.107242
32,0,3.634000,-0.628638,0.220155,0.000700,1.503471,0.000076,0.106739
32,0,3.555000,-0.645958,0.236668,0.000755,1.643137,0.000061,0.107534
32,0,3.476000,-0.665896,0.250073,0.001196,1.811278,0.000075,0.107486
32,0,3.397000,-0.686513,0.268397,0.001303,1.984478,0.000061,0.106863
32,0,3.318000,-0.708838,0.294074,0.001451,2.203362,0.000049,0.107617
32,0,3.239000,-0.732960,0.315223,0.001403,2.473783,0.000048,0.106059
32,0,4.424000,-0.493076,0.132012,0.000402,0.782636,0.000053,0.103396
32,0,4.345000,-0.504287,0.139048,0.000505,0.827274,0.000056,0.104091
32,0,4.266000,-0.515182,0.144380,0.000540,0.872374,0.000072,0.104645
32,0,4.187000,-0.527258,0.150710,0.000734,0.920211,0.000058,0.103994
32,0,4.108000,-0.539764,0.159810,0.000799,0.986190,0.000041,0.105850
32,0,4.029000,-0.552435,0.169674,0.000548,1.039556,0.000047,0.105852
32,0,3.950000,-0.565814,0.178573,0.000669,1.112026,0.000069,0.106107
32,0,3.871000,-0.579803,0.184654,0.001049,1.197097,0.000068,0.106733
32,0,5.056000,-0.422715,0.095094,0.000319,0.554316,0.000078,0.098968
32,0,4.977000,-0.430728,0.099352,0.000482,0.579133,0.000059,0.100330
32,0,4.898000,-0.438372,0.103698,0.000344,0.598630,0.000064,0.099826
32,0,4.819000,-0.446676,0.106647,0.000506,0.626395,0.000084,0.101407
32,0,4.740000,-0.455388,0.111366,0.000474,0.646773,0.000056,0.100883
32,0,4.661000,-0.464435,0.116030,0.000542,0.684358,0.000072,0.102042
32,0,4.582000,-0.473532,0.119783,0.000495,0.715807,0.000045,0.102465
32,0,4.503000,-0.483242,0.126530,0.000556,0.748378,0.000065,0.102973
32,0,0.632000,-1.999977,0.000464,0.000000,0.000018,0.999994,0.000018
32,0,0.553000,-1.999995,0.000131,0.000000,0.000005,0.999999,0.000005
32,0,0.474000,-2.000000,0.000017,0.000000,0.000000,1.000000,0.000000
32,0,0.395000,-2.000000,0.000008,0.000000,0.000000,1.000000,0.000000
32,0,0.316000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.237000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.158000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,0.079000,-2.000000,0.000000,0.000000,0.000000,1.000000,0.000000
32,0,1.264000,-1.983621,0.087874,0.000009,0.005705,0.995688,0.008412
32,0,1.185000,-1.989570,0.063324,0.000005,0.003977,0.997287,0.005421
32,0,1.106000,-1.993706,0.043049,0.000001,0.002630,0.998377,0.003331
32,0,1.027000,-1.996461,0.027486,0.000001,0.001610,0.999096,0.001909
32,0,0.948000,-1.998166,0.016614,0.000008,0.000927,0.999534,0.001043
32,0,0.869000,-1.999161,0.008938,0.000002,0.000467,0.999788,0.000504
32,0,0.790000,-1.999682,0.004112,0.000002,0.000197,0.999920,0.000208
32,0,0.711000,-1.999896,0.001660,0.000000,0.000072,0.999974,0.000075
32,0,1.896000,-1.810943,0.571279,0.000066,0.033614,0.938852,0.199683
32,0,1.817000,-1.851335,0.463766,0.000042,0.028981,0.953976,0.125915
32,0,1.738000,-1.885281,0.369703,0.000040,0.024311,0.965838,0.079870
32,0,1.659000,-1.911015,0.310090,0.000017,0.020347,0.974209,0.058253
32,0,1.580000,-1.933428,0.247921,0.000027,0.016408,0.981217,0.039061
32,0,1.501000,-1.950900,0.197090,0.000015,0.013260,0.986441,0.027119
32,0,1.422000,-1.964863,0.154221,0.000003,0.010248,0.990466,0.018699
32,0,1.343000,-1.975495,0.117854,0.000009,0.007833,0.993457,0.012666
32,0,2.528000,-1.082042,0.817726,0.000046,0.092918,0.008323,20.105539
32,0,2.449000,-1.156053,1.030425,0.000032,0.088604,0.020367,36.352257
32,0,2.370000,-1.253238,1.481377,0.000054,0.082158,0.047789,77.920311
32,0,2.291000,-1.392330,1.852843,0.000069,0.070985,0.159530,155.635845
32,0,2.212000,-1.529048,1.461755,0.000047,0.059721,0.772529,4.009446
32,0,2.133000,-1.627579,1.077336,0.000027,0.053010,0.845152,1.786414
32,0,2.054000,-1.703023,0.846315,0.000010,0.045577,0.891234,0.558874
32,0,1.975000,-1.762276,0.686752,0.000009,0.039208,0.918726,0.319680
32,0,3.160000,-0.758753,0.346316,0.001585,2.883128,0.000082,0.106676
32,0,3.081000,-0.786065,0.372470,0.002533,3.311943,0.000067,0.105954
32,0,3.002000,-0.817102,0.399056,0.003371,3.858915,0.000064,0.105585
32,0,2.923000,-0.850261,0.443602,0.002796,4.619425,0.000045,0.103772
32,0,2.844000,-0.885068,0.479899,0.002898,5.529603,0.000062,0.102242
32,0,2.765000,-0.927031,0.544102,0.002560,7.174316,0.000059,0.101411
32,0,2.686000,-0.972527,0.614622,0.005008,9.553618,0.000060,0.098721
32,0,2.607000,-1.024593,0.696586,0.007664,13.180776,0.000059,0.095945
32,0,3.792000,-0.595639,0.198217,0.000606,1.289293,0.000044,0.106799
32,0,3.713000,-0.611690,0.207852,0.000611,1.379210,0.000081,0.107810
32,0,3.634000,-0.629305,0.221648,0.001165,1.523569,0.000060,0.108252
32,0,3.555000,-0.646632,0.236020,0.000954,1.640747,0.000069,0.107353
32,0,3.476000,-0.665726,0.251724,0.001186,1.793636,0.000056,0.107236
32,0,3.397000,-0.686168,0.269316,0.001314,1.975496,0.000066,0.107849
32,0,3.318000,-0.708974,0.290645,0.001358,2.235678,0.000047,0.108225
32,0,3.239000,-0.732986,0.317783,0.000860,2.487460,0.000057,0.106464
32,0,4.424000,-0.493536,0.131487,0.000451,0.782010,0.000068,0.103586
32,0,4.345000,-0.504498,0.138341,0.000457,0.832206,0.000029,0.104315
32,0,4.266000,-0.515174,0.146099,0.000520,0.881661,0.000042,0.104647
32,0,4.187000,-0.527347,0.152194,0.000683,0.933971,0.000065,0.105654
32,0,4.108000,-0.540085,0.159489,0.000640,0.976863,0.000064,0.104817
32,0,4.029000,-0.552360,0.169364,0.000630,1.047053,0.000061,0.106927
32,0,3.950000,-0.565991,0.178653,0.000637,1.120858,0.000069,0.106348
32,0,3.871000,-0.579907,0.186694,0.000494,1.190116,0.000070,0.106783
32,0,5.056000,-0.422921,0.094518,0.000468,0.553353,0.000060,0.098409
32,0,4.977000,-0.430389,0.099021,0.000543,0.575670,0.000053,0.099770
32,0,4.898000,-0.438744,0.103767,0.000482,0.601780,0.000042,0.101101
32,0,4.819000,-0.446768,0.106968,0.000412,0.625424,0.000082,0.100767
32,0,4.740000,-0.454818,0.110058,0.000338,0.649655,0.000054,0.100974
32,0,4.661000,-0.464104,0.115252,0.000447,0.684399,0.000056,0.102162
32,0,4.582000,-0.473469,0.120286,0.000594,0.711771,0.000066,0.102114
32,0,4.503000,-0.483777,0.127006,0.000561,0.749390,0.000054,0.102730
32,0,0.632000,-2.000031,0.000516,0.999994,0.000020,0.000000,0.000020
32,0,0.553000,-2.000052,0.000123,0.999999,0.000004,0.000000,0.000004
32,0,0.474000,-2.000056,0.000014,1.000000,0.000000,0.000000,0.000000
32,0,0.395000,-2.000057,-0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.316000,-2.000057,-0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.237000,-2.000057,-0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.158000,-2.000057,-0.000000,1.000000,0.000000,0.000000,0.000000
32,0,0.079000,-2.000057,-0.000000,1.000000,0.000000,0.000000,0.000000
32,0,1.264000,-1.983680,0.088549,0.995690,0.008466,0.000014,0.005721
32,0,1.185000,-1.989649,0.062639,0.997289,0.005398,0.000005,0.003925
32,0,1.106000,-1.993776,0.042769,0.998381,0.003304,0.000005,0.002607
32,0,1.027000,-1.996540,0.027673,0.999101,0.001922,0.000001,0.001612
32,0,0.948000,-1.998246,0.016391,0.999540,0.001025,0.000004,0.000914
32,0,0.869000,-1.999237,0.008762,0.999793,0.000496,0.000001,0.000455
32,0,0.790000,-1.999731,0.004204,0.999918,0.000212,0.000002,0.000203
32,0,0.711000,-1.999952,0.001657,0.999974,0.000075,0.000001,0.000073
32,0,1.896000,-1.810546,0.552788,0.938833,0.185211,0.000063,0.033968
32,0,1.817000,-1.852666,0.443538,0.954494,0.119687,0.000006,0.028906
32,0,1.738000,-1.884317,0.369763,0.965514,0.080453,0.000007,0.024521
32,0,1.659000,-1.911668,0.296227,0.974355,0.055136,0.000017,0.020178
32,0,1.580000,-1.933462,0.248680,0.981208,0.039212,0.000013,0.016574
32,0,1.501000,-1.950910,0.198006,0.986427,0.027169,0.000016,0.013225
32,0,1.422000,-1.964753,0.155644,0.990428,0.018838,0.000019,0.010373
32,0,1.343000,-1.975523,0.119416,0.993451,0.012795,0.000001,0.007866
32,0,2.528000,-1.083670,0.834536,0.013450,20.790952,0.000040,0.093380
32,0,2.449000,-1.155337,1.048238,0.022831,36.377323,0.000052,0.089732
32,0,2.370000,-1.252014,1.488213,0.031584,76.193767,0.000064,0.081220
32,0,2.291000,-1.396127,1.862101,0.262560,142.643737,0.000061,0.072281
32,0,2.212000,-1.531397,1.507966,0.366061,212.093376,0.000085,0.061457
32,0,2.133000,-1.628771,1.041729,0.848491,1.273798,0.000012,0.052705
32,0,2.054000,-1.704937,0.807458,0.892326,0.524604,0.000043,0.045816
32,0,1.975000,-1.763111,0.697651,0.919213,0.315510,0.000014,0.039379
32,0,3.160000,-0.758319,0.338508,0.000048,0.106112,0.001008,2.838423
32,0,3.081000,-0.786058,0.363283,0.000074,0.106808,0.001861,3.280454
32,0,3.002000,-0.816635,0.405706,0.000043,0.105678,0.001560,3.833542
32,0,2.923000,-0.849580,0.443150,0.000048,0.103857,0.002085,4.615752
32,0,2.844000,-0.885940,0.482677,0.000092,0.102765,0.003500,5.670247
32,0,2.765000,-0.926846,0.543012,0.000076,0.101386,0.004136,7.084081
32,0,2.686000,-0.972554,0.609213,0.000067,0.098886,0.004815,9.362881
32,0,2.607000,-1.022478,0.700542,0.000064,0.096584,0.005692,13.101381
32,0,3.792000,-0.595398,0.199023,0.000050,0.106364,0.000482,1.266979
32,0,3.713000,-0.611486,0.209575,0.000078,0.107122,0.000995,1.393772
32,0,3.634000,-0.628527,0.220962,0.000057,0.107772,0.000742,1.506899
32,0,3.555000,-0.647127,0.236823,0.000081,0.107393,0.000971,1.618883
32,0,3.476000,-0.665972,0.251199,0.000060,0.107057,0.001135,1.792429
32,0,3.397000,-0.686784,0.270112,0.000064,0.108033,0.001334,1.988301
32,0,3.318000,-0.708156,0.289552,0.000080,0.106704,0.000933,2.216320
32,0,3.239000,-0.733175,0.315274,0.000052,0.106744,0.001831,2.508193
32,0,4.424000,-0.494540,0.132542,0.000077,0.103191,0.000519,0.785647
32,0,4.345000,-0.504057,0.140092,0.000031,0.104131,0.000656,0.824477
32,0,4.266000,-0.515470,0.145980,0.000061,0.104272,0.000553,0.870428
32,0,4.187000,-0.527051,0.153357,0.000059,0.104449,0.000564,0.921624
32,0,4.108000,-0.539819,0.159537,0.000044,0.104511,0.000703,0.978542
32,0,4.029000,-0.552260,0.168189,0.000050,0.106375,0.000573,1.031058
32,0,3.950000,-0.565955,0.176263,0.000057,0.105631,0.000851,1.119042
32,0,3.871000,-0.580080,0.186622,0.000046,0.106776,0.000459,1.185690
32,0,5.056000,-0.422734,0.095042,0.000074,0.099304,0.000345,0.556739
32,0,4.977000,-0.430486,0.098508,0.000083,0.100448,0.000371,0.582362
32,0,4.898000,-0.438500,0.103340,0.000063,0.099359,0.000291,0.598627
32,0,4.819000,-0.446754,0.107387,0.000055,0.101415,0.000412,0.626927
32,0,4.740000,-0.455163,0.110807,0.000047,0.102579,0.000385,0.660388
